userID	artistID	tagID	day	month	year
2	52	13	1	4	2009
2	52	15	1	4	2009
2	52	18	1	4	2009
2	52	21	1	4	2009
2	52	41	1	4	2009
2	63	13	1	4	2009
2	63	14	1	4	2009
2	63	23	1	4	2009
2	63	40	1	4	2009
2	73	13	1	4	2009
2	73	14	1	4	2009
2	73	15	1	4	2009
2	73	18	1	4	2009
2	73	20	1	4	2009
2	73	21	1	4	2009
2	73	22	1	4	2009
2	73	26	1	4	2009
2	94	13	1	4	2009
2	94	15	1	4	2009
2	94	20	1	4	2009
2	94	21	1	4	2009
2	94	22	1	4	2009
2	94	36	1	4	2009
2	94	37	1	4	2009
2	94	39	1	4	2009
2	96	19	1	4	2009
2	96	24	1	4	2009
2	995	16	1	5	2009
2	995	17	1	5	2009
2	995	24	1	5	2009
2	995	25	1	5	2009
2	995	42	1	5	2009
2	995	43	1	5	2009
2	3894	16	1	5	2009
2	3894	32	1	5	2009
2	3894	33	1	5	2009
2	6160	14	1	5	2009
2	6160	34	1	5	2009
2	6177	13	1	5	2009
2	6177	14	1	5	2009
2	6177	15	1	5	2009
2	6177	20	1	5	2009
2	6177	38	1	5	2009
2	9322	18	1	5	2009
2	9322	35	1	5	2009
3	101	14	1	2	2010
3	101	15	1	3	2009
3	101	33	1	2	2009
3	101	44	1	7	2009
3	101	45	1	7	2009
3	101	46	1	3	2009
3	101	47	1	2	2010
3	101	48	1	8	2009
3	101	49	1	3	2009
3	101	50	1	7	2009
3	101	51	1	8	2009
3	101	52	1	10	2010
3	101	53	1	5	2010
3	101	54	1	9	2009
3	101	55	1	7	2009
3	101	56	1	7	2009
3	101	57	1	3	2010
3	101	58	1	11	2009
3	101	63	1	11	2010
3	101	64	1	8	2010
3	101	65	1	3	2010
3	101	68	1	10	2009
3	101	71	1	2	2010
3	102	14	1	9	2009
3	102	15	1	8	2010
3	102	18	1	9	2009
3	102	33	1	9	2009
3	102	44	1	8	2010
3	102	45	1	8	2010
3	102	46	1	8	2010
3	102	69	1	9	2009
3	106	14	1	11	2010
3	106	33	1	11	2010
3	106	34	1	11	2010
3	106	44	1	11	2010
3	106	52	1	11	2010
3	108	15	1	2	2009
3	108	33	1	2	2009
3	108	46	1	2	2009
3	108	47	1	10	2009
3	108	49	1	2	2009
3	108	55	1	2	2009
3	122	15	1	2	2009
3	122	33	1	2	2009
3	122	46	1	2	2009
3	128	14	1	2	2010
3	128	53	1	2	2010
3	130	14	1	8	2010
3	130	33	1	8	2010
3	130	44	1	8	2010
3	130	66	1	8	2010
3	134	14	1	9	2010
3	134	33	1	9	2010
3	134	34	1	9	2010
3	134	70	1	9	2010
3	137	44	1	10	2009
4	51	16	1	12	2007
4	51	25	1	3	2007
4	53	18	1	10	2007
4	64	13	1	6	2007
4	64	18	1	12	2009
4	70	18	1	10	2007
4	72	18	1	6	2007
4	80	18	1	10	2007
4	99	73	1	12	2007
4	151	14	1	6	2007
4	152	75	1	3	2007
4	153	74	1	12	2007
4	154	79	1	10	2007
4	156	79	1	6	2007
4	157	24	1	10	2007
4	162	77	1	9	2007
4	163	75	1	7	2007
4	164	93	1	6	2007
4	165	18	1	10	2007
4	167	80	1	5	2007
4	170	78	1	4	2007
4	171	73	1	11	2007
4	173	78	1	6	2007
4	174	88	1	6	2007
4	175	14	1	6	2007
4	180	24	1	12	2007
4	180	72	1	12	2007
4	181	82	1	3	2007
4	183	85	1	4	2007
4	184	24	1	10	2007
4	185	73	1	12	2007
4	188	76	1	6	2007
4	192	24	1	10	2007
4	193	25	1	5	2007
4	217	84	1	3	2007
4	463	24	1	10	2007
4	467	24	1	10	2007
4	632	87	1	10	2007
4	706	72	1	10	2007
4	726	89	1	10	2007
4	918	1	1	5	2008
4	918	91	1	5	2007
4	920	76	1	3	2007
4	1009	90	1	4	2007
4	1248	73	1	10	2007
4	1295	86	1	12	2007
4	1385	84	1	4	2007
4	1713	18	1	11	2007
4	1745	18	1	10	2007
4	1810	72	1	12	2007
4	1824	15	1	6	2007
4	1870	92	1	3	2007
4	1873	78	1	3	2007
4	1917	7	1	8	2007
4	2370	76	1	9	2007
4	2961	6	1	5	2007
4	3416	76	1	9	2007
4	3863	90	1	10	2007
4	3988	74	1	4	2008
4	8266	83	1	10	2007
4	8512	73	1	10	2007
5	53	95	1	4	2008
5	154	94	1	4	2008
5	182	95	1	4	2008
5	182	99	1	4	2008
5	190	95	1	4	2008
5	195	95	1	4	2008
5	197	95	1	9	2010
5	200	98	1	8	2010
5	202	95	1	4	2008
5	215	95	1	4	2008
5	216	94	1	8	2010
5	222	94	1	4	2008
5	232	94	1	4	2008
5	233	94	1	4	2008
5	236	99	1	4	2008
5	447	98	1	4	2008
5	618	96	1	4	2008
5	618	97	1	11	2009
5	618	99	1	4	2008
5	733	96	1	4	2008
5	862	94	1	4	2008
5	863	96	1	4	2008
5	951	95	1	4	2008
5	1123	95	1	4	2008
5	1239	95	1	4	2008
5	1383	97	1	12	2008
5	2786	96	1	4	2008
5	3203	94	1	4	2008
5	3203	95	1	4	2008
5	3203	96	1	4	2008
5	3203	98	1	4	2008
5	3430	97	1	12	2008
5	3691	94	1	4	2008
5	3691	98	1	4	2008
5	3749	96	1	4	2008
5	4079	95	1	4	2008
5	4114	96	1	4	2008
5	8722	99	1	4	2008
5	10610	94	1	4	2008
5	10610	95	1	4	2008
5	12726	97	1	12	2008
5	13714	95	1	9	2008
5	13714	97	1	12	2008
6	243	117	1	1	2011
6	243	118	1	1	2011
6	243	119	1	1	2011
6	243	120	1	1	2011
6	244	100	1	1	2011
6	244	101	1	1	2011
6	244	112	1	1	2011
6	244	113	1	1	2011
6	244	114	1	1	2011
6	712	121	1	12	2008
6	2911	102	1	12	2008
6	2911	103	1	12	2008
6	2911	122	1	12	2008
6	2911	123	1	12	2008
7	55	127	1	5	2008
7	288	127	1	11	2007
7	288	128	1	4	2007
8	291	24	1	11	2006
8	291	130	1	11	2006
8	334	24	1	11	2006
8	334	30	1	11	2006
8	334	130	1	11	2006
8	334	131	1	11	2006
8	335	24	1	11	2006
8	335	30	1	11	2006
8	335	73	1	11	2006
8	345	30	1	11	2006
8	345	130	1	11	2006
8	345	134	1	11	2006
8	345	135	1	11	2006
8	345	136	1	11	2006
8	348	30	1	11	2006
8	348	73	1	11	2006
8	357	127	1	12	2006
8	14103	24	1	11	2006
8	14103	30	1	11	2006
8	14103	130	1	11	2006
9	8	73	1	6	2008
9	8	138	1	6	2008
9	8	139	1	6	2008
9	8	141	1	6	2008
9	209	73	1	11	2007
9	221	137	1	5	2008
9	229	73	1	11	2007
9	258	137	1	5	2008
9	370	138	1	11	2007
9	371	137	1	5	2008
9	372	137	1	5	2008
9	372	139	1	11	2007
9	373	146	1	10	2010
9	373	155	1	10	2010
9	373	156	1	10	2010
9	373	157	1	10	2010
9	373	158	1	10	2010
9	374	137	1	5	2008
9	375	140	1	11	2007
9	376	137	1	5	2008
9	377	73	1	11	2007
9	377	137	1	5	2008
9	379	137	1	5	2008
9	379	140	1	11	2007
9	382	141	1	11	2007
9	384	144	1	11	2007
9	387	137	1	5	2008
