userID	artistID	tagID	day	month	year
1223	3941	25	1	9	2010
1223	4063	81	1	10	2010
1223	4063	130	1	10	2010
1223	4079	528	1	1	2009
1223	4089	73	1	12	2008
1223	4089	84	1	12	2008
1223	4130	73	1	9	2008
1223	4201	850	1	3	2011
1223	4447	296	1	10	2008
1223	4495	24	1	11	2008
1223	4495	625	1	11	2008
1223	4520	134	1	12	2008
1223	4520	193	1	11	2008
1223	4543	134	1	11	2008
1223	4543	193	1	11	2008
1223	4543	2118	1	11	2008
1223	4545	130	1	5	2010
1223	4545	193	1	5	2010
1223	4545	292	1	5	2010
1223	4545	2064	1	5	2010
1223	4557	167	1	9	2008
1223	4564	103	1	9	2010
1223	4618	134	1	11	2008
1223	4710	167	1	1	2009
1223	4710	625	1	1	2009
1223	4785	1911	1	10	2008
1223	4814	18	5	5	2011
1223	4999	73	1	10	2008
1223	4999	78	1	10	2008
1223	4999	81	1	10	2008
1223	5153	73	1	4	2010
1223	5153	78	1	4	2010
1223	5153	130	1	4	2010
1223	5181	14	1	10	2008
1223	5181	20	1	10	2008
1223	5185	13	1	10	2008
1223	5185	18	1	10	2008
1223	5185	21	1	10	2008
1223	5185	850	1	7	2009
1223	5232	102	1	8	2010
1223	5232	850	6	5	2011
1223	5288	81	1	4	2010
1223	5288	130	1	4	2010
1223	5298	30	1	11	2008
1223	5298	73	1	11	2008
1223	5298	1737	1	11	2008
1223	5303	387	1	1	2009
1223	5480	18	1	1	2009
1223	5485	188	1	5	2010
1223	5485	829	1	5	2010
1223	5536	102	1	8	2010
1223	5536	103	1	8	2010
1223	5537	103	1	9	2010
1223	5537	304	1	9	2010
1223	5548	130	6	5	2011
1223	5548	134	6	5	2011
1223	5548	292	6	5	2011
1223	5550	296	1	1	2009
1223	5659	134	1	10	2008
1223	5659	829	1	10	2008
1223	5665	829	1	11	2008
1223	5790	49	1	9	2008
1223	5790	81	1	9	2008
1223	5790	134	1	1	2009
1223	5790	296	1	9	2008
1223	5836	79	1	8	2010
1223	5836	187	1	8	2010
1223	5890	73	1	12	2008
1223	5890	81	1	9	2008
1223	5895	73	1	3	2009
1223	5971	18	1	4	2010
1223	5971	188	1	4	2010
1223	6158	1737	1	12	2009
1223	6198	30	1	11	2008
1223	6198	84	1	11	2008
1223	6362	73	1	7	2009
1223	6384	850	1	8	2009
1223	6528	18	1	9	2010
